query,intent
2명 예약조정,3
2명 스케줄 조정,3
2명 예약 수정,3
2명 예약 조정,3
2명 예약조정,3
2명 예약 조정가능?,3
2명 예약 일자 바꾸고싶어요,3
2명 예약 시간 바꾸고싶어요,3
2명 예약 날짜 바꾸고싶어요,3
2명 예약 연기,3
2명 방문 예약 일자 변경할께요,3
2명 예약 일자 바꿀래요,3
2명 예약 일자 바꿀게요,3
2명 예약 일자 바굴게,3
2명 예약날짜조정하고싶은데,3
2명 예약 변경하고 싶어요,3
2명 예약변경,3
2명 예약 연기,3
2명 예약 취소할게요,3
2명 예약 취소,3
2명 예약 하고 싶어요,3
2명 예약 원해요,3
2명 예약 변경 원해요,3
2명 예약 취소 원해요,3
2명 예약 변경 고고,3
2명 예약 변경ㄱ,3
2명 시간 조정 가능한가요?,3
2명 시간 변경 가능한가요?,3
2명 스케줄 변경 가능,3
2명 예약 시간 조정,3
2명 예약 시간 변경,3
2명 취소 하고싶은데요?,3
2명 취소 가능한가요?,3
2명 다음으로 취소합니다,3
2명 다음으로 변경합니다,3
2명 월요일로 취소하겠어요,3
2명 화요일로 취소하겠어요,3
2명 수요일로 취소하겠어요,3
2명 목요일로 취소하겠어요,3
2명 금요일로 취소하겠어요,3
2명 토요일로 취소하겠어요,3
2명 일요일로 취소하겠어요,3
2명 주문 취소,3
2명 취소,3
2명 못가요,3
2명 못가겠네요,3
2명 못갑니다,3
2명 못갈거같습니다,3
2명 가지 못할 것 같습니다,3
2명 가지 못할것 같아요,3
2명 미뤄주세요,3
2명 미루어주세요,3
2명 미루워주세요,3
2명 미루워 주셨습으면 합니다,3
2명 미루어 주셨습으면 좋겠습니다,3
2명 죄송합니다 집안에일이있어서 한주만 미루워 주셨으면합니다,3
2명 개인사정으로인하여 오늘 갈 수 없게 되었습니다.,3
2명 오늘 일이 생겨서 못 갈 것같습니다.오늘 출장으로 방문이 어렵습니다,3
2명 방문이 어려워요,3
2명 방문 불가,3
2명 저희가 일이 생겨서 못갑니다. 죄송합니다,3
2명 예약 취소,3
2명 다음주 일요일로 취소가능한가요?,3
2명 다음주 월요일로 취소가능한가요?,3
2명 다음주 화요일로 취소가능한가요?,3
2명 다음주 수요일로 취소가능한가요?,3
2명 다음주 목요일로 취소가능한가요?,3
2명 다음주 금요일로 취소가능한가요?,3
2명 다음주 토요일로 취소가능한가요?,3
2명 다음주 일요일로 변경가능한가요?,3
2명 다음주 월요일로 변경가능한가요?,3
2명 다음주 화요일로 변경가능한가요?,3
2명 다음주 수요일로 변경가능한가요?,3
2명 다음주 목요일로 변경가능한가요?,3
2명 다음주 금요일로 변경가능한가요?,3
2명 다음주 토요일로 변경가능한가요?,3
2명 예약 취소하고싶어요,3
2명 예약 취소원해요,3
2명 예약 취소어떻게 해야 되요?,3
2명 예약 취소어떻게 해야 돼,3
2명 예약 취소하고 싶은데,3
2명 예약 취소알려줘,3
2명 예약 취소가르쳐줘,3
2명 예약 취소하고 싶다,3
2명 예약 취소하고 싶은데,3
2명 예약 취소할게요,3
2명 예약 취소도와줘,3
2명 예약 취소할께요,3
2명 예약 취소 도와주세요,3
2명 예약 취소 할 수 있나요?,3
2명 예약 취소 가능 한가요,3
2명 예약 취소 문의드려요,3
2명 예약 취소 당일 가능한가요,3
2명 예약 취소해주세요,3
2명 예약 취소 하려구요,3
2명 예약 취소 되었나요,3
2명 예약 취소되나요,3
2명 예약 취소 할수 있을까요?,3
2명 예약 취소싶어요,3
2명 예약 취소 언제 가능,3
2명 예약 취소 언제가능할까요,3
2명 예약 취소 한가요?,3
2명 예약 취소 늦으면 어떻게 하나요,3
2명 예약 취소 어떻게 하나요,3
2명 예약 취소 어떻게 되나요,3
2명 예약 취소 못맞출거 같아,3
2명 예약 취소 못맞출거 같은데,3
2명 예약 취소 어떻게 하나요,3
2명 예약 취소 하는법,3
2명 예약 취소할래,3
2명 예약 취소해줘,3
2명 예약 취소확인,3
2명 예약 취소해야 합니다,3
2명 예약 취소가능할까요,3
2명 시간 취소 어떻게 하나요,3
2명 시간을 좀 더 미룰수 있나요,3
2명 몇시부터 가능한가요,3
2명 다음주 일요일로 취소가능한가요?,3
2명 30분 연장 할수 없을까요?? 40시 예약 되어있는데 40시 30분으로 시간취소!!,3
2명 예약 날짜 취소 가능한가요,3
2명 예약날짜를 연기했스면 합니다,3
2명 예약날짜취소부탁드려요,3
2명 예약날짜취소하려구요,3
2명 예약취소 가능한가요?,3
2명 예약취소이요,3
2명 예약취소하고싶은데...,3
2명 예약시간바꿀수있을까요?,3
2명 예약시간을 20분 미룰 수 있나요?,3
2명 오늘 예약 죄송하지만 취소 가능 할까요 ?,3
2명 월요일 4시 예약했는데 시간 좀더 뒤로 미룰수있나요??,3
2명 예약 일자 취소 가능한가요,3
2명 예약일 취소 가능할까요?,3
2명 예약캔슬,3
2명 스케줄 캔슬,3
2명 예약 취소,3
2명 예약할게요,3
2명 예약 신청,3
2명 예약 가능한가요?,3
2명 오늘 4시에 예약할게요,3
2명 예약,3
예약신청,3
예약 신청합니다,3
예약 신청 가능한가요?,3
예약하고싶어요,3
예약하고싶습니다,3
예약 가능한가요?,3
2명 예약 신청하겠습니다,3
2명 예약하고싶어요,3
2명 예약하고싶습니다,3
2명 예약 가능한가,3
3명 예약 신청하겠습니다,3
3명 예약하고싶어요,3
3명 예약하고싶습니다,3
3명 예약 가능한가,3
3명 예약 변경,3
3명 다음주 일요일로 변경가능한가요?,3
3명 예약 날짜 변경 가능한가요,3
3명 예약날짜를 연기했스면 합니다,3
3명 예약날짜변경부탁드려요,3
3명 예약날짜변경하려구요,3
3명 예약변경 가능한가요?,3
3명 예약변경이요,3
3명 예약변경하고싶은데...,3
3명 예약시간바꿀수있을까요?,3
3명 예약시간을 20분 미룰 수 있나요,3
3명 오늘 예약 죄송하지만 변경 가능 할까요,3
3명 시간 좀더 뒤로 미룰수있나요,3
3명 예약 일자 변경 가능한가요,3
3명 예약일 변경 가능할까요?,3
3명 예약 변경하고싶어요,3
3명 예약 변경원해요,3
3명 예약 변경어떻게 해야 되요?,3
3명 예약 변경어떻게 해야 돼,3
3명 예약 변경하고 싶은데,3
3명 예약 변경알려줘,3
3명 예약 변경가르쳐줘,3
3명 예약 변경하고 싶다,3
3명 예약 변경하고 싶은데,3
3명 예약 변경할게요,3
3명 예약 변경도와줘,3
3명 예약 변경할께요,3
3명 예약 변경 도와주세요,3
3명 예약 변경 할 수 있나요?,3
3명 예약 변경 가능 한가요,3
3명 예약 변경 문의드려요,3
3명 예약 변경 당일 가능한가요,3
3명 예약 변경해주세요,3
3명 예약 변경 하려구요,3
3명 예약 변경 되었나요,3
3명 예약 변경되나요,3
3명 예약 변경 할수 있을까요?,3
3명 예약 변경싶어요,3
3명 예약 변경 언제 가능,3
3명 예약 변경 언제가능할까요,3
3명 예약 변경 한가요?,3
3명 예약 변경 늦으면 어떻게 하나요,3
3명 예약 변경 어떻게 하나요,3
3명 예약 변경 어떻게 되나요,3
3명 예약 변경 못맞출거 같아,3
3명 예약 변경 못맞출거 같은데,3
3명 예약 변경 어떻게 하나요,3
3명 예약 변경 하는법,3
3명 예약 변경할래,3
3명 예약 변경해줘,3
3명 예약 변경확인,3
3명 예약 변경해야 합니다,3
3명 예약 변경가능할까요,3
3명 시간 변경 어떻게 하나요,3
3명 시간을 좀 더 미룰수 있나요,3
3명 몇시부터 가능한가요,3
3명 다음주 일요일로 변경가능한가요?,3
3명 30분 연장 할수 없을까요?? 40시 예약 되어있는데 40시 30분으로 시간변경!!,3
3명 안녕하세요 승준이가 내일 학교 개학인데 제가 미처체크하지 못했네요 5시로 변경될까요?,3
3명 안녕하세요 오늘 오후 4시에 물리치료 예약되어 있는데 오늘 예약을 내일로 변경하고 싶어서 문의드립니다,3
3명 안녕하세요. 저 다름이아니라  죄송하지만 예약변경할 수 있을까요??,3
3명 예약 날짜 변경 가능한가요,3
3명 예약날짜를 연기했스면 합니다,3
3명 예약날짜변경부탁드려요,3
3명 예약날짜변경하려구요,3
3명 예약변경 가능한가요?,3
3명 예약변경이요,3
3명 예약변경하고싶은데...,3
3명 예약시간바꿀수있을까요?,3
3명 예약시간을 20분 미룰 수 있나요?,3
3명 오늘 예약 죄송하지만 변경 가능 할까요 ?,3
3명 월요일 4시 예약했는데 시간 좀더 뒤로 미룰수있나요??,3
3명 예약 일자 변경 가능한가요,3
3명 예약일 변경 가능할까요?,3
3명 예약조정,3
3명 스케줄 조정,3
3명 예약 수정,3
3명 예약 조정,3
3명 예약조정,3
3명 예약 조정가능?,3
3명 예약 일자 바꾸고싶어요,3
3명 예약 시간 바꾸고싶어요,3
3명 예약 날짜 바꾸고싶어요,3
3명 예약 연기,3
3명 방문 예약 일자 변경할께요,3
3명 예약 일자 바꿀래요,3
3명 예약 일자 바꿀게요,3
3명 예약 일자 바굴게,3
3명 예약날짜조정하고싶은데,3
3명 예약 변경하고 싶어요,3
3명 예약변경,3
3명 예약 연기,3
3명 예약 취소할게요,3
3명 예약 취소,3
3명 예약 하고 싶어요,3
3명 예약 원해요,3
3명 예약 변경 원해요,3
3명 예약 취소 원해요,3
3명 예약 변경 고고,3
3명 예약 변경ㄱ,3
3명 시간 조정 가능한가요?,3
3명 시간 변경 가능한가요?,3
3명 스케줄 변경 가능,3
3명 예약 시간 조정,3
3명 예약 시간 변경,3
3명 취소 하고싶은데요?,3
3명 취소 가능한가요?,3
3명 다음으로 취소합니다,3
3명 다음으로 변경합니다,3
3명 월요일로 취소하겠어요,3
3명 화요일로 취소하겠어요,3
3명 수요일로 취소하겠어요,3
3명 목요일로 취소하겠어요,3
3명 금요일로 취소하겠어요,3
3명 토요일로 취소하겠어요,3
3명 일요일로 취소하겠어요,3
3명 주문 취소,3
3명 취소,3
3명 못가요,3
3명 못가겠네요,3
3명 못갑니다,3
3명 못갈거같습니다,3
3명 가지 못할 것 같습니다,3
3명 가지 못할것 같아요,3
3명 미뤄주세요,3
3명 미루어주세요,3
3명 미루워주세요,3
3명 미루워 주셨습으면 합니다,3
3명 미루어 주셨습으면 좋겠습니다,3
3명 죄송합니다 집안에일이있어서 한주만 미루워 주셨으면합니다,3
3명 개인사정으로인하여 오늘 갈 수 없게 되었습니다.,3
3명 오늘 일이 생겨서 못 갈 것같습니다.오늘 출장으로 방문이 어렵습니다,3
3명 방문이 어려워요,3
3명 방문 불가,3
3명 저희가 일이 생겨서 못갑니다. 죄송합니다,3
3명 예약 취소,3
3명 다음주 일요일로 취소가능한가요?,3
3명 다음주 월요일로 취소가능한가요?,3
3명 다음주 화요일로 취소가능한가요?,3
3명 다음주 수요일로 취소가능한가요?,3
3명 다음주 목요일로 취소가능한가요?,3
3명 다음주 금요일로 취소가능한가요?,3
3명 다음주 토요일로 취소가능한가요?,3
3명 다음주 일요일로 변경가능한가요?,3
3명 다음주 월요일로 변경가능한가요?,3
3명 다음주 화요일로 변경가능한가요?,3
3명 다음주 수요일로 변경가능한가요?,3
3명 다음주 목요일로 변경가능한가요?,3
3명 다음주 금요일로 변경가능한가요?,3
3명 다음주 토요일로 변경가능한가요?,3
3명 예약 취소하고싶어요,3
3명 예약 취소원해요,3
3명 예약 취소어떻게 해야 되요?,3
3명 예약 취소어떻게 해야 돼,3
3명 예약 취소하고 싶은데,3
3명 예약 취소알려줘,3
3명 예약 취소가르쳐줘,3
3명 예약 취소하고 싶다,3
3명 예약 취소하고 싶은데,3
3명 예약 취소할게요,3
3명 예약 취소도와줘,3
3명 예약 취소할께요,3
3명 예약 취소 도와주세요,3
3명 예약 취소 할 수 있나요?,3
3명 예약 취소 가능 한가요,3
3명 예약 취소 문의드려요,3
3명 예약 취소 당일 가능한가요,3
3명 예약 취소해주세요,3
3명 예약 취소 하려구요,3
3명 예약 취소 되었나요,3
3명 예약 취소되나요,3
3명 예약 취소 할수 있을까요?,3
3명 예약 취소싶어요,3
3명 예약 취소 언제 가능,3
3명 예약 취소 언제가능할까요,3
3명 예약 취소 한가요?,3
3명 예약 취소 늦으면 어떻게 하나요,3
3명 예약 취소 어떻게 하나요,3
3명 예약 취소 어떻게 되나요,3
3명 예약 취소 못맞출거 같아,3
3명 예약 취소 못맞출거 같은데,3
3명 예약 취소 어떻게 하나요,3
3명 예약 취소 하는법,3
3명 예약 취소할래,3
3명 예약 취소해줘,3
3명 예약 취소확인,3
3명 예약 취소해야 합니다,3
3명 예약 취소가능할까요,3
3명 시간 취소 어떻게 하나요,3
3명 시간을 좀 더 미룰수 있나요,3
3명 몇시부터 가능한가요,3
3명 다음주 일요일로 취소가능한가요?,3
3명 30분 연장 할수 없을까요?? 40시 예약 되어있는데 40시 30분으로 시간취소!!,3
3명 예약 날짜 취소 가능한가요,3
3명 예약날짜를 연기했스면 합니다,3
3명 예약날짜취소부탁드려요,3
3명 예약날짜취소하려구요,3
3명 예약취소 가능한가요?,3
3명 예약취소이요,3
3명 예약취소하고싶은데...,3
3명 예약시간바꿀수있을까요?,3
3명 예약시간을 20분 미룰 수 있나요?,3
3명 오늘 예약 죄송하지만 취소 가능 할까요 ?,3
3명 월요일 4시 예약했는데 시간 좀더 뒤로 미룰수있나요??,3
3명 예약 일자 취소 가능한가요,3
3명 예약일 취소 가능할까요?,3
3명 예약캔슬,3
3명 스케줄 캔슬,3
3명 예약 취소,3
3명 예약할게요,3
3명 예약 신청,3
3명 예약 가능한가요?,3
3명 오늘 4시에 예약할게요,3
3명 예약,3
예약신청,3
예약 신청합니다,3
예약 신청 가능한가요?,3
예약하고싶어요,3
예약하고싶습니다,3
예약 가능한가요?,3
3명 예약 신청하겠습니다,3
3명 예약하고싶어요,3
3명 예약하고싶습니다,3
3명 예약 가능한가,3
3명 예약 변경,3
3명 다음주 일요일로 변경가능한가요?,3
3명 예약 날짜 변경 가능한가요,3
3명 예약날짜를 연기했스면 합니다,3
3명 예약날짜변경부탁드려요,3
3명 예약날짜변경하려구요,3
3명 예약변경 가능한가요?,3
3명 예약변경이요,3
3명 예약변경하고싶은데...,3
3명 예약시간바꿀수있을까요?,3
3명 예약시간을 20분 미룰 수 있나요,3
3명 오늘 예약 죄송하지만 변경 가능 할까요,3
3명 시간 좀더 뒤로 미룰수있나요,3
3명 예약 일자 변경 가능한가요,3
3명 예약일 변경 가능할까요?,3
3명 예약 변경하고싶어요,3
3명 예약 변경원해요,3
3명 예약 변경어떻게 해야 되요?,3
3명 예약 변경어떻게 해야 돼,3
3명 예약 변경하고 싶은데,3
3명 예약 변경알려줘,3
3명 예약 변경가르쳐줘,3
3명 예약 변경하고 싶다,3
3명 예약 변경하고 싶은데,3
3명 예약 변경할게요,3
3명 예약 변경도와줘,3
3명 예약 변경할께요,3
3명 예약 변경 도와주세요,3
3명 예약 변경 할 수 있나요?,3
3명 예약 변경 가능 한가요,3
3명 예약 변경 문의드려요,3
3명 예약 변경 당일 가능한가요,3
3명 예약 변경해주세요,3
3명 예약 변경 하려구요,3
3명 예약 변경 되었나요,3
3명 예약 변경되나요,3
3명 예약 변경 할수 있을까요?,3
3명 예약 변경싶어요,3
3명 예약 변경 언제 가능,3
3명 예약 변경 언제가능할까요,3
3명 예약 변경 한가요?,3
3명 예약 변경 늦으면 어떻게 하나요,3
3명 예약 변경 어떻게 하나요,3
3명 예약 변경 어떻게 되나요,3
3명 예약 변경 못맞출거 같아,3
3명 예약 변경 못맞출거 같은데,3
3명 예약 변경 어떻게 하나요,3
3명 예약 변경 하는법,3
3명 예약 변경할래,3
3명 예약 변경해줘,3
3명 예약 변경확인,3
3명 예약 변경해야 합니다,3
3명 예약 변경가능할까요,3
3명 시간 변경 어떻게 하나요,3
3명 시간을 좀 더 미룰수 있나요,3
3명 몇시부터 가능한가요,3
3명 다음주 일요일로 변경가능한가요?,3
3명 30분 연장 할수 없을까요?? 40시 예약 되어있는데 40시 30분으로 시간변경!!,3
3명 안녕하세요 승준이가 내일 학교 개학인데 제가 미처체크하지 못했네요 5시로 변경될까요?,3
3명 안녕하세요 오늘 오후 4시에 물리치료 예약되어 있는데 오늘 예약을 내일로 변경하고 싶어서 문의드립니다,3
3명 안녕하세요. 저 다름이아니라  죄송하지만 예약변경할 수 있을까요??,3
3명 예약 날짜 변경 가능한가요,3
3명 예약날짜를 연기했스면 합니다,3
3명 예약날짜변경부탁드려요,3
3명 예약날짜변경하려구요,3
3명 예약변경 가능한가요?,3
3명 예약변경이요,3
3명 예약변경하고싶은데...,3
3명 예약시간바꿀수있을까요?,3
3명 예약시간을 20분 미룰 수 있나요?,3
3명 오늘 예약 죄송하지만 변경 가능 할까요 ?,3
3명 월요일 4시 예약했는데 시간 좀더 뒤로 미룰수있나요??,3
3명 예약 일자 변경 가능한가요,3
3명 예약일 변경 가능할까요?,3
3명 예약조정,3
3명 스케줄 조정,3
3명 예약 수정,3
3명 예약 조정,3
3명 예약조정,3
3명 예약 조정가능?,3
3명 예약 일자 바꾸고싶어요,3
3명 예약 시간 바꾸고싶어요,3
3명 예약 날짜 바꾸고싶어요,3
3명 예약 연기,3
3명 방문 예약 일자 변경할께요,3
3명 예약 일자 바꿀래요,3
3명 예약 일자 바꿀게요,3
3명 예약 일자 바굴게,3
3명 예약날짜조정하고싶은데,3
3명 예약 변경하고 싶어요,3
3명 예약변경,3
3명 예약 연기,3
3명 예약 취소할게요,3
3명 예약 취소,3
3명 예약 하고 싶어요,3
3명 예약 원해요,3
3명 예약 변경 원해요,3
3명 예약 취소 원해요,3
3명 예약 변경 고고,3
3명 예약 변경ㄱ,3
3명 시간 조정 가능한가요?,3
3명 시간 변경 가능한가요?,3
3명 스케줄 변경 가능,3
3명 예약 시간 조정,3
3명 예약 시간 변경,3
3명 취소 하고싶은데요?,3
3명 취소 가능한가요?,3
3명 다음으로 취소합니다,3
3명 다음으로 변경합니다,3
3명 월요일로 취소하겠어요,3
3명 화요일로 취소하겠어요,3
3명 수요일로 취소하겠어요,3
3명 목요일로 취소하겠어요,3
3명 금요일로 취소하겠어요,3
3명 토요일로 취소하겠어요,3
3명 일요일로 취소하겠어요,3
3명 주문 취소,3
3명 취소,3
3명 못가요,3
3명 못가겠네요,3
3명 못갑니다,3
3명 못갈거같습니다,3
3명 가지 못할 것 같습니다,3
3명 가지 못할것 같아요,3
3명 미뤄주세요,3
3명 미루어주세요,3
3명 미루워주세요,3
3명 미루워 주셨습으면 합니다,3
3명 미루어 주셨습으면 좋겠습니다,3
3명 죄송합니다 집안에일이있어서 한주만 미루워 주셨으면합니다,3
3명 개인사정으로인하여 오늘 갈 수 없게 되었습니다.,3
3명 오늘 일이 생겨서 못 갈 것같습니다.오늘 출장으로 방문이 어렵습니다,3
3명 방문이 어려워요,3
3명 방문 불가,3
3명 저희가 일이 생겨서 못갑니다. 죄송합니다,3
3명 예약 취소,3
3명 다음주 일요일로 취소가능한가요?,3
3명 다음주 월요일로 취소가능한가요?,3
3명 다음주 화요일로 취소가능한가요?,3
3명 다음주 수요일로 취소가능한가요?,3
3명 다음주 목요일로 취소가능한가요?,3
3명 다음주 금요일로 취소가능한가요?,3
3명 다음주 토요일로 취소가능한가요?,3
3명 다음주 일요일로 변경가능한가요?,3
3명 다음주 월요일로 변경가능한가요?,3
3명 다음주 화요일로 변경가능한가요?,3
3명 다음주 수요일로 변경가능한가요?,3
3명 다음주 목요일로 변경가능한가요?,3
3명 다음주 금요일로 변경가능한가요?,3
3명 다음주 토요일로 변경가능한가요?,3
3명 예약 취소하고싶어요,3
3명 예약 취소원해요,3
3명 예약 취소어떻게 해야 되요?,3
3명 예약 취소어떻게 해야 돼,3
3명 예약 취소하고 싶은데,3
3명 예약 취소알려줘,3
3명 예약 취소가르쳐줘,3
3명 예약 취소하고 싶다,3
3명 예약 취소하고 싶은데,3
3명 예약 취소할게요,3
3명 예약 취소도와줘,3
3명 예약 취소할께요,3
3명 예약 취소 도와주세요,3
3명 예약 취소 할 수 있나요?,3
3명 예약 취소 가능 한가요,3
3명 예약 취소 문의드려요,3
3명 예약 취소 당일 가능한가요,3
3명 예약 취소해주세요,3
3명 예약 취소 하려구요,3
3명 예약 취소 되었나요,3
3명 예약 취소되나요,3
3명 예약 취소 할수 있을까요?,3
3명 예약 취소싶어요,3
3명 예약 취소 언제 가능,3
3명 예약 취소 언제가능할까요,3
3명 예약 취소 한가요?,3
3명 예약 취소 늦으면 어떻게 하나요,3
3명 예약 취소 어떻게 하나요,3
3명 예약 취소 어떻게 되나요,3
3명 예약 취소 못맞출거 같아,3
3명 예약 취소 못맞출거 같은데,3
3명 예약 취소 어떻게 하나요,3
3명 예약 취소 하는법,3
3명 예약 취소할래,3
3명 예약 취소해줘,3
3명 예약 취소확인,3
3명 예약 취소해야 합니다,3
3명 예약 취소가능할까요,3
3명 시간 취소 어떻게 하나요,3
3명 시간을 좀 더 미룰수 있나요,3
3명 몇시부터 가능한가요,3
3명 다음주 일요일로 취소가능한가요?,3
3명 30분 연장 할수 없을까요?? 40시 예약 되어있는데 40시 30분으로 시간취소!!,3
3명 예약 날짜 취소 가능한가요,3
3명 예약날짜를 연기했스면 합니다,3
3명 예약날짜취소부탁드려요,3
3명 예약날짜취소하려구요,3
3명 예약취소 가능한가요?,3
3명 예약취소이요,3
3명 예약취소하고싶은데...,3
3명 예약시간바꿀수있을까요?,3
3명 예약시간을 20분 미룰 수 있나요?,3
3명 오늘 예약 죄송하지만 취소 가능 할까요 ?,3
3명 월요일 4시 예약했는데 시간 좀더 뒤로 미룰수있나요??,3
3명 예약 일자 취소 가능한가요,3
3명 예약일 취소 가능할까요?,3
3명 예약캔슬,3
3명 스케줄 캔슬,3
3명 예약 취소,3
3명 예약할게요,3
3명 예약 신청,3
3명 예약 가능한가요?,3
3명 오늘 4시에 예약할게요,3
3명 예약,3
4명 예약 변경,3
4명 다음주 일요일로 변경가능한가요?,3
4명 예약 날짜 변경 가능한가요,3
4명 예약날짜를 연기했스면 합니다,3
4명 예약날짜변경부탁드려요,3
4명 예약날짜변경하려구요,3
4명 예약변경 가능한가요?,3
4명 예약변경이요,3
4명 예약변경하고싶은데...,3
4명 예약시간바꿀수있을까요?,3
4명 예약시간을 20분 미룰 수 있나요,3
4명 오늘 예약 죄송하지만 변경 가능 할까요,3
4명 시간 좀더 뒤로 미룰수있나요,3
4명 예약 일자 변경 가능한가요,3
4명 예약일 변경 가능할까요?,3
4명 예약 변경하고싶어요,3
4명 예약 변경원해요,3
4명 예약 변경어떻게 해야 되요?,3
4명 예약 변경어떻게 해야 돼,3
4명 예약 변경하고 싶은데,3
4명 예약 변경알려줘,3
4명 예약 변경가르쳐줘,3
4명 예약 변경하고 싶다,3
4명 예약 변경하고 싶은데,3
4명 예약 변경할게요,3
4명 예약 변경도와줘,3
4명 예약 변경할께요,3
4명 예약 변경 도와주세요,3
4명 예약 변경 할 수 있나요?,3
4명 예약 변경 가능 한가요,3
4명 예약 변경 문의드려요,3
4명 예약 변경 당일 가능한가요,3
4명 예약 변경해주세요,3
4명 예약 변경 하려구요,3
4명 예약 변경 되었나요,3
4명 예약 변경되나요,3
4명 예약 변경 할수 있을까요?,3
4명 예약 변경싶어요,3
4명 예약 변경 언제 가능,3
4명 예약 변경 언제가능할까요,3
4명 예약 변경 한가요?,3
4명 예약 변경 늦으면 어떻게 하나요,3
4명 예약 변경 어떻게 하나요,3
4명 예약 변경 어떻게 되나요,3
4명 예약 변경 못맞출거 같아,3
4명 예약 변경 못맞출거 같은데,3
4명 예약 변경 어떻게 하나요,3
4명 예약 변경 하는법,3
4명 예약 변경할래,3
4명 예약 변경해줘,3
4명 예약 변경확인,3
4명 예약 변경해야 합니다,3
4명 예약 변경가능할까요,3
4명 시간 변경 어떻게 하나요,3
4명 시간을 좀 더 미룰수 있나요,3
4명 몇시부터 가능한가요,3
4명 다음주 일요일로 변경가능한가요?,3
4명 30분 연장 할수 없을까요?? 40시 예약 되어있는데 40시 30분으로 시간변경!!,3
4명 안녕하세요 승준이가 내일 학교 개학인데 제가 미처체크하지 못했네요 5시로 변경될까요?,3
4명 안녕하세요 오늘 오후 4시에 물리치료 예약되어 있는데 오늘 예약을 내일로 변경하고 싶어서 문의드립니다,3
4명 안녕하세요. 저 다름이아니라  죄송하지만 예약변경할 수 있을까요??,3
4명 예약 날짜 변경 가능한가요,3
4명 예약날짜를 연기했스면 합니다,3
4명 예약날짜변경부탁드려요,3
4명 예약날짜변경하려구요,3
4명 예약변경 가능한가요?,3
4명 예약변경이요,3
4명 예약변경하고싶은데...,3
4명 예약시간바꿀수있을까요?,3
4명 예약시간을 20분 미룰 수 있나요?,3
4명 오늘 예약 죄송하지만 변경 가능 할까요 ?,3
4명 월요일 4시 예약했는데 시간 좀더 뒤로 미룰수있나요??,3
4명 예약 일자 변경 가능한가요,3
4명 예약일 변경 가능할까요?,3
4명 예약조정,3
4명 스케줄 조정,3
4명 예약 수정,3
4명 예약 조정,3
4명 예약조정,3
4명 예약 조정가능?,3
4명 예약 일자 바꾸고싶어요,3
4명 예약 시간 바꾸고싶어요,3
4명 예약 날짜 바꾸고싶어요,3
4명 예약 연기,3
4명 방문 예약 일자 변경할께요,3
4명 예약 일자 바꿀래요,3
4명 예약 일자 바꿀게요,3
4명 예약 일자 바굴게,3
4명 예약날짜조정하고싶은데,3
4명 예약 변경하고 싶어요,3
4명 예약변경,3
4명 예약 연기,3
4명 예약 취소할게요,3
4명 예약 취소,3
4명 예약 하고 싶어요,3
4명 예약 원해요,3
4명 예약 변경 원해요,3
4명 예약 취소 원해요,3
4명 예약 변경 고고,3
4명 예약 변경ㄱ,3
4명 시간 조정 가능한가요?,3
4명 시간 변경 가능한가요?,3
4명 스케줄 변경 가능,3
4명 예약 시간 조정,3
4명 예약 시간 변경,3
4명 취소 하고싶은데요?,3
4명 취소 가능한가요?,3
4명 다음으로 취소합니다,3
4명 다음으로 변경합니다,3
4명 월요일로 취소하겠어요,3
4명 화요일로 취소하겠어요,3
4명 수요일로 취소하겠어요,3
4명 목요일로 취소하겠어요,3
4명 금요일로 취소하겠어요,3
4명 토요일로 취소하겠어요,3
4명 일요일로 취소하겠어요,3
4명 주문 취소,3
4명 취소,3
4명 못가요,3
4명 못가겠네요,3
4명 못갑니다,3
4명 못갈거같습니다,3
4명 가지 못할 것 같습니다,3
4명 가지 못할것 같아요,3
4명 미뤄주세요,3
4명 미루어주세요,3
4명 미루워주세요,3
4명 미루워 주셨습으면 합니다,3
4명 미루어 주셨습으면 좋겠습니다,3
4명 죄송합니다 집안에일이있어서 한주만 미루워 주셨으면합니다,3
4명 개인사정으로인하여 오늘 갈 수 없게 되었습니다.,3
4명 오늘 일이 생겨서 못 갈 것같습니다.오늘 출장으로 방문이 어렵습니다,3
4명 방문이 어려워요,3
4명 방문 불가,3
4명 저희가 일이 생겨서 못갑니다. 죄송합니다,3
4명 예약 취소,3
4명 다음주 일요일로 취소가능한가요?,3
4명 다음주 월요일로 취소가능한가요?,3
4명 다음주 화요일로 취소가능한가요?,3
4명 다음주 수요일로 취소가능한가요?,3
4명 다음주 목요일로 취소가능한가요?,3
4명 다음주 금요일로 취소가능한가요?,3
4명 다음주 토요일로 취소가능한가요?,3
4명 다음주 일요일로 변경가능한가요?,3
4명 다음주 월요일로 변경가능한가요?,3
4명 다음주 화요일로 변경가능한가요?,3
4명 다음주 수요일로 변경가능한가요?,3
4명 다음주 목요일로 변경가능한가요?,3
4명 다음주 금요일로 변경가능한가요?,3
4명 다음주 토요일로 변경가능한가요?,3
4명 예약 취소하고싶어요,3
4명 예약 취소원해요,3
4명 예약 취소어떻게 해야 되요?,3
4명 예약 취소어떻게 해야 돼,3
4명 예약 취소하고 싶은데,3
4명 예약 취소알려줘,3
4명 예약 취소가르쳐줘,3
4명 예약 취소하고 싶다,3
4명 예약 취소하고 싶은데,3
4명 예약 취소할게요,3
4명 예약 취소도와줘,3
4명 예약 취소할께요,3
